question,answer_date,ministry,question_type,question_no,question_by,question_title,question_description,answer,id
193195.0,07.08.2013,HOME AFFAIRS,STARRED,49.0,SHRIMATI MAYA SINGH,Forecasts not taken into cognizance of at the right time,"(a) in the backdrop of Uttarakhand tragedy and Bodh Gaya blasts, the reasons for the forecasts, be it weather forecasts or security related ones not being taken cognizance of at the right time;(b) the reasons for the respective Government Departments not takingproper steps ahead of the warning dates; and(c) the reasons for the forecasts not being brought into public domain both by Government and media so that there can be public awareness on it which can minimize the intensity of damage?","MINISTER OF STATE IN THE MINISTRY OF HOME AFFAIRS(SHRI MULLAPPALLY RAMACHANDRAN)(a) to (c): A Statement is laid on the Table of the House.******STATEMENT REFERRED TO IN RAJYA SABHA STARRED QUESTION NO.*49 FOR 7.8.2013.(a) to (c): According to available information, IMD had issued general warnings for isolated heavy to very heavy rainfall/ thundershowers on 15th and 16th June 2013 in the State of Uttarakhand. Accordingly, the State Government issued advisories to all the concerned districts. Announcements were made by Police personnel stationed at Kedarnath, Rambada and Gaurikund alerting general public. The forecasts of IMD have been in the public domain through their website at www.imd.gov.in. Regarding Bodhgaya blasts, Intelligence inputs were gathered regarding the plan of the terrorists to target temples in Bodhgaya. These inputs were shared with the concerned agencies through Multi-Agency Centre (MAC) in October 2012. Further action in this regard lies with the concerned State security agencies. Therefore, it is not correct to say that forecasts are not taken cognizance of. However, improvement of systems is a continuous process of governance.",
193210.0,07.08.2013,CULTURE,STARRED,44.0,Shri Tarun Vijay,Ancient sites or temples in Uttarakhand declared as World Heritage Sites,"GOVERNMENT OF INDIAMINISTRY OF CULTURE RAJYA SABHASTARRED QUESTION NO.44TO BE ANSWERED ON 07.08.2013 SRAVANA 16, 1935 (SAKA)ANCIENT SITES/TEMPLES IN UTTARAKHAND DECLARED AS WORLD HERITAGE SITESâ<U+0080>¢ SHRI TARUN VIJAYWill the Minister of Culture be pleased to state:a) the number of ancient sites/temples in Uttarakhand which have been declared as â<U+0080><U+0098>World Heritage Sitesâ<U+0080><U+0099> or are under process for such a declaration; andb) whether any central cultural study has been conducted, especially with regard to Kedarnath and Badrinath temples and what has been the Ministryâ<U+0080><U+0099>s contribution for their preservation?","ANSWERMINISTER OF CULTURE (SMT. CHANDRESH KUMARI KATOCH) a) A Statement is laid on the table of the House.& b)STATEMENT REFERRED TO IN REPLY TO PART (a) & (b) OF THE RAJYA SABHA STARRED QUESTION NO. 44 FOR 07.08.2013(a) No ancient site/temple from Uttarakahand has been declared as World Heritage Site or under process for such a declaration.(b) Kedarnath and Badrinath temples are not the protected monuments of Archaeological Survey of India (ASI), and no such study has been conducted. However, ASI has rendered technical advice to Sri Badrinath Kedarnath Temple Committee for conservation of Kedarnath Temple in October 2012, after a site visit by a Technical Team to Kedarnath.",
193249.0,07.08.2013,CULTURE,UNSTARRED,346.0,Shri Shantaram Naik,"Renovation of temples, churches and mosques in Goa","GOVERNMENT OF INDIAMINISTRY OF CULTURERAJYA SABHAUNSTARRED QUESTION NO. 346TO BE ANSWERED ON 07.08.2013 SRAVANA 16, 1935 (SAKA)RENOVATION OF TEMPLES, CHURCHES AND MOSQUES IN GOA346. SHRI SHANTARAM NAIK :Will the Minister of CULTURE be pleased to state: (a) the names of churches, temples and mosques being renovated by Government, in the State of Goa;(b) the name of the scheme under which development and maintenance is being carried out;(c) the amount spent on each of the temples, mosques or churches, so far; andby when each of the work is going to be completed?","ANSWERMINISTER OF CULTURE(SHRIMATI CHANDRESH KUMARI KATOCH)(a)to(d) Conservation work of the monuments is a continuous process. Whereas the special repair works are executed at selected monuments, the routine maintenance works are attended for all the protected monuments at Goa from the budget allocation to ASI under â<U+0080><U+0098>Conservation of Ancient Monumentsâ<U+0080><U+0099>. The names of protected monuments at Goa, where conservation works are being attended and expenditure incurred upto 31st July 2013 is at annexure. AnnexureANNEXURE REFERRED TO IN REPLY OF PART (a) to (d) OF THE UNSTARRED QUESTION NO. 346 TO BE ANSWERED ON 07.08.2013, REGARDING RENOVATION OF TEMPLES, CHURCHES AND MOSQUES IN GOAS.No. Name of the Monument Expenditure incurred upto July, 2013 Budget Allocation(2013-14) Expenditure(2013-14)1. Basilica of Bomb Jesus 82,00,000.00 2,39,799.002. Se Cathedral 19,00,000.00 1,59,393.003. Church and Convent of St. Francis of Assisi 8,00,000.00 1,08,501.004. Church of St. Cajetan 6,50,000.00 74,905.005. Upper Fort Aguada 23,75,000.00 10,58,395.006. Church of our Lady of Rosary 2,00,000.00 1,03,521.007. Chapel of St. Catherine 50,000.00 12,150.008. Chruch of St. Augustine 2,00,000.00 71,085.009. Lower Fort Aguada 25,00,000.00 30,375.0010. Safa Masjid 5,00,000.00 3,26,044.0011. Rock Cut Caves, Arvalem 1,50,000.00 18,000.0012. Mahadev Temple, Tambdisurla 5,00,000.00 3,67,584.0013. Mahaddev Temple, Kurdi 1,50,000.00 20,925.00",
193288.0,07.08.2013,HOME AFFAIRS,UNSTARRED,386.0,Shri Alok Tiwari,Terrorists attacks in Srinagar and Bodh Gaya,"(a) the details of civilians and police personnel died/injured in terrorist attacks in Srinagar in Jammu and Kashmir and at Bodh Gaya in Bihar recently;(b) the details of ex-gratia announced and paid to victims and their dependants;(c) whether Government has taken any fresh measures in view of Bodh Gaya terrorist attack;(d) if so, the details thereof; and(e) if not, the reasons therefor?","(a): In Jammu & Kashmir during current year (Upto 28th July, 2013), in terrorist attacks, 35 Security Forces personnels and 7 civilians lost their lives while 29 SFs and 16 Civilians were injured. There was no casualty due to bomb blasts which took place in the Mahabodhi Temple at Bodh Gaya in Bihar except two persons were injured in the blasts. ...2/2-R.S.U.S.Q.No.386 for 7.8.2013(b): Relief is a State subject. As per the J&K Governmentâ<U+0080><U+0099>s Relief policy, the Next of Kins (NoKs) of civilian victims of terrorist violence as well as Security Force personnel are sanctioned ex-gratia amounts based on extent orders in this regard. Since there was no causality in the bomb blast at Bodhgaya, Bihar, no ex-gratia was paid.(c) to (e): The case of bomb blasts in the Mahabodhi Temple has since been transferred to National Investigation Agency for investigation. Law & Order is a State subject as per the 7th Schedule of the Constitution of India. However, there exists a very close and effective coordination amongst intelligence agencies at the Centre and the State levels to monitor the activities of terrorist organizations. Intelligence inputs about possible designs and threats are shared with the State Governments concerned on a regular basis. The Multi Agency Centre (MAC) has been strengthened and re-organized to enable it to function on 24X7 basis for real time collation and sharing of intelligence with other intelligence agencies. The security intelligence inputs are shared with the concerned States through the established mechanism, which ensures close coordination and sharing of intelligence and seamless flow of information between the States and the Central Security and Law Enforcement Agency. This has resulted in busting of many terror modules and averting the planning of major terror attack.******",
193309.0,07.08.2013,HOME AFFAIRS,UNSTARRED,407.0,Shri Rajiv Pratap Rudy,Prior intelligence inputs about Bodh Gaya blast,"(a) the State-wise and year-wise details of the number of bomb blasts and other terrorist attacks taken place since 2009, including the recent Bodh Gaya serial blasts;(b) the quantum of losses incurred and the number of civilians and the police injured and killed due to these blasts;(c) whether Government had prior intelligence inputs regarding the bombblasts in Bodh Gaya;(d) if so, whether measures were taken by the State and the Central Government and if so, the details thereof;(e) if not, the reasons therefor; and(f) the details of the present status of investigation, the number of peoplearrested, detained and convicted?","MINISTER OF STATE IN THE MINISTRY OF HOME AFFAIRS(SHRI R.P.N. SINGH)(a) & (b) : The details of the terrorist attacks in the hinterland of the country during the last three and the current year including the number of people lost their lives in these terrorist attacks is at Annexure-I. (c) to (e): Indian Mujahideen (IM) terrorists, arrested for their involvement in Pune Blasts Case (1.8.2012), had revealed their plans to target temples in BodhGaya. The input was shared with concerned agencies through Multi-Agency Centre (MAC) on October, 2012. As â<U+0080><U+0098>Law & Orderâ<U+0080><U+0099> is a State subject as per the 7th Schedule of the Constitution of India, the further action lies with the concerned State Security Agencies. However, there exists a very Contâ<U+0080>¦2/--2-RS USQ No. 407 for 7.8.2013close and effective coordination amongst intelligence agencies at the Centre and the State levels to monitor the activities of terrorist organizations. Intelligence inputs about possible designs and threats are shared with the State Governments concerned on a regular basis. The Multi Agency Centre (MAC) has been strengthened and re-organized to enable it to function on 24x7 basis for real time collation and sharing of intelligence with other intelligence agencies and security intelligence inputs are shared with the concerned States through the established mechanism, which ensures close coordination and sharing of intelligence and seamless flow of information between the States and the Central Security and Law Enforcement Agency. This has resulted in busting of many terror modules, averting major terror attack planning.(f) : The details of present status of investigation of the terrorist attacks since 2009 is at Annexure-I.******",
193310.0,07.08.2013,HOME AFFAIRS,UNSTARRED,408.0,DR. JANARDHAN WAGHMARE,Security of religious places in view of Bodh Gaya blasts,"(a) whether the Bodh Gaya temple complex in Bihar was rocked by a seriesof explosions on 7th July, 2013;(b) if so, the number of casualties as a result of series of explosions;(c) whether any terrorist outfit has taken responsibility for the blasts;(d) if so, the details thereof;(e) whether the National Investigation Agency has since examined the site/area and submitted its report to the Union Government; and(f) if so, the details thereof and the steps taken by the Union Government to ensure safety of various religious places across the country?","MINISTER OF STATE IN THE MINISTRY OF HOME AFFAIRS(SHRI R.P.N. SINGH)(a) : Yes, Sir. 10 (Ten) serial bomb blasts took place in the Mahabodhi Temple at BodhGaya in Bihar on 7th July, 2013. (b) : There was no casualty. (c) & (d) : No known terrorist group has taken responsibility of the blasts.(e) & (f): The case has been transferred to National Investigation Agency (NIA) for investigation, which is going on. â<U+0080><U+0098>Law & Orderâ<U+0080><U+0099> is a State subject as per the 7th Schedule of the Constitution of India. However, there exists a very close and effective coordination amongst intelligence agencies at the Centre and the State levels to monitor the activities of terrorist Contâ<U+0080>¦2/--2-RS USQ No. 408 for 7.8.2013organizations. Intelligence inputs about possible designs and threats are shared with the State Governments concerned on a regular basis. The Multi Agency Centre (MAC) has been strengthened and re-organized to enable it to function on 24x7 basis for real time collation and sharing of intelligence with other intelligence agencies and security intelligence inputs are shared with the concerned States through the established mechanism, which ensures close coordination and sharing of intelligence and seamless flow of information between the States and the Central Security and Law Enforcement Agency. This has resulted in busting of many terror modules, averting major terror attack planning.********",
193311.0,07.08.2013,HOME AFFAIRS,UNSTARRED,409.0,SHRI RAM VILAS PASWAN,Bomb blast of Mahabodhi Temple,"(a) whether it is a fact that ten bomb blasts took place at Mahabodhi Temple in Bihar on 7th July, 2013;(b) whether it is also a fact that Central Government had alerted Government of Bihar long back in anticipation of this kind of incident;(c) if so, the details thereof and action taken by Government of Bihar in thisregard; and(d) whether it is a fact that Lord Budha had obtained enlightenment at Bodh Gaya and it is an international place of pilgrimage?","MINISTER OF STATE IN THE MINISTRY OF HOME AFFAIRS(SHRI R.P.N. SINGH)(a) : Yes, Sir. (b ) & (c) : Indian Mujahideen (IM) terrorist, arrested for their involvement in Pune Blasts Case (1.8.2012), had revealed their plans to target temples in BodhGaya. The input was shared with concerned agencies through Multi-Agency Centre (MAC) on October, 2012. As â<U+0080><U+0098>Law & Orderâ<U+0080><U+0099> is a State subject as per the 7th Schedule of the Constitution of India, the further action lies with the concerned State Security Agencies.(d) : Yes, Sir. ********",
193428.0,08.08.2013,EXTERNAL AFFAIRS,UNSTARRED,506.0,Shri Mohammed Adeeb,Israels suggestion on bilateralrelations,"(a) whether it is a fact that Israel has asked India to ignore the Indian Muslimsâ<U+0080><U+0099> concern while establishing bilateral diplomatic and other relations with that country, if so, the details in this regard;(b) the stand of Government in the matter; and(c) the action taken/being taken by Government on the suggestion of Israel?","THE MINISTER OF STATE IN THE MINISTRY OF EXTERNAL AFFAIRS(SHRI E. AHAMED)(a) The Government of Israel, in its interactions with the Government of India, has not urged it to ignore the concerns of Indian Muslims while establishing diplomatic and other relations with Israel. Indiaâ<U+0080><U+0099>s relations with Israel stand on their own and do not affect our strong, time-tested and historic ties with the Arab world.(b) & (c) Does not arise.*****",
193539.0,08.08.2013,URBAN DEVELOPMENT,UNSTARRED,617.0,Sardar Sukhdev Singh Dhindsa,Land for construction of offices for political parties,"Will the Minister of URBAN DEVELOPMENT be pleased to state:(a) The names of the recognized political parties whose requests for allotment of land for construction of offices in Delhi are lying pending as on 30 June 2013 and the reasons for the delay in allotting land in each case ;(b) if vacant land is not available in the areas suggested by the political parties whether Government propose to offer alternate land, if not, the reasons thereof; and(c) whether Government is in touch with political parties in this regard, if not, the reasons therefor?","THE MINISTER OF STATE IN THE MINISTRY OF URBAN DEVELOPMENT(SHRIMATI DEEPA DASMUNSHI)(a) & (b) : Shiv Sena Parliamentary Party, Nationalist Congress Party and Shiromani Akali Dal have requested for allotment of land for construction of offices. Shiv Sena Parliamentary Party has been offered land at a certain area, but it has been refused. The other two parties have not yet been offered any land as no land is available in the area of their choice.(c): Does not arise. *********",
193568.0,12.08.2013,COAL,UNSTARRED,626.0,Shri P. Bhattacharya,Blocking of stake sale of CIL by trade unions,"(a) whether it is a fact that trade unions have recently blocked the stake sale of Coal India Limited (CIL) by Government;(b) if so, the details thereof; and (c) what action Government has taken in the matter ?","MINISTER OF STATE IN THE MINISTRY OF COAL(SHRI PRATIK PRAKASH BAPU PATIL)(a) to (c) : Five Central Trade Unions operating in Coal India and its Subsidiaries [Indian National Trade Union Congress (INTUC), All India Trade Union Congress (AITUC), Bharatiya Mazdoor Sangh (BMS), Hind Mazdoor Sabha ( HMS) & Centre of Union Trade Unions( CITU)] have given Notice dated 24.06.2013 signed on 05.07.2013, to the Honâ<U+0080><U+0099>ble Minister of Coal to stop further 10% disinvestments in CIL, besides other demands. In response to the aforesaid Notice, the Honâ<U+0080><U+0099>ble Minister of Coal held meeting with the representatives of five Central Trade Unions on 8/7/2013, 23/7/2013 and 30/7/2013 to arrive at a consensus on the issue of disinvestment.* * * * * *",
193571.0,12.08.2013,COAL,UNSTARRED,629.0,Smt. Wansuk Syiem,Opposition to disinvestment in CIL,(a) whether trade unions have opposed the proposed disinvestment in Coal India Limited (CIL) which is offering to offload 5 per cent stake in the company while offering as much stake to its employees;(b) whether the trade unions have threatened to go on strike which may lead to massive dip in coal output and consequently impact power generation ; and(c) whether any compromise formula is being worked out to avoid the proposed strike by the unions ?,"MINISTER OF STATE IN THE MINISTRY OF COAL(SHRI PRATIK PRAKASH BAPU PATIL)(a) Five Central Trade Unions operating in Coal India and its Subsidiaries [Indian National Trade Union Congress (INTUC), All India Trade Union Congress (AITUC), Bharatiya Mazdoor Sangh (BMS), Hind Mazdoor Sabha ( HMS) & Centre of Union Trade Unions( CITU)] have given Notice dated 24.06.2013 signed on 05.07.2013, to the Honâ<U+0080><U+0099>ble Minister of Coal to stop further 10% disinvestments in CIL, besides other demands. (b) In the aforesaid Notice it is mentioned that if the issue of further 10% disinvestments is not resolved, along with other demands, the coal workers/five CTUs shall be constrained to resort to direct industrial action, including stoppage of coal despatch/production.(c) To address these issues, the Honâ<U+0080><U+0099>ble Minister of Coal held meeting with the representatives of Five Central Trade Unions on 08.07.2013, 23.07.2013 & 30.07.2013 to arrive at a consensus on the issue of disinvestments as well as to resolve other demands to avoid any agitation programme of the Trade Unions.*****",
193625.0,12.08.2013,HUMAN RESOURCE DEVELOPMENT,UNSTARRED,683.0,SHRIMATI MAYA SINGH,Suggestions on discrimination against SC ST students in central universities,"(a) the details of suggestion made by the Committee headed by Dr. Bhalchandra Mungekar in respect of discrimination, physcial violence, harassment and other mischievous acts against the students belonging to Scheduled Castes and Scheduled Tribes in various central universities;(b) the details of the incidents of discrimination and harassment of students belonging to Scheduled Castes, Scheduled Tribes and other categories in the educational institutions during the last five years;(c) the number of such incidents wherein students have committed suicide after such harassment during the last five years; and(d) the steps taken by the Ministry to do away with the discrimination in educational institutes?","MINISTER OF STATE IN THE MINISTRY OF HUMAN RESOURCE DEVELOPMENT(DR. SHASHI THAROOR)(a): No such Committee has been constituted by this Ministry to look into caste based discrimination in the Central Universities (CUs) under its purview. (b): The Jamia Millia Islamia, the Jawaharlal Nehru University and the Sikkim University have reported complaints relating to the harassment of SC/ST/other category students whose details are as under:-S.No. Name of the CU Details about complaints No. of Complaints No. Disposed off1. Jamia Millia Islamia 1 12. Jawaharlal Nehru University 21 163. Sikkim University 1 1No other CU has informed this Ministry of any such incident.(c): As reported by the CUs under the purview of this Ministry, no such incidents have occurred during the last five years.(d): The University Grants Commission (UGC) is giving financial assistance to the CUs to establish Equal Opportunity Centres to oversee the effective implementation of the policies and programmes implemented for the welfare of the disadvantaged groups, to provide guidance and counseling with respect to academic, financial, social and other matters and to enhance diversity within the campus. The UGC is also providing financial assistance to the CUs to establish the Centre for Study of Social Exclusion and Inclusive Policy to support focused research on the issue of social exclusion related to dalits, tribals and religious minorities. The UGC (Promotion of Equity in Higher Education Institutions) Regulations, 2012 notified on 19.1.2013 provide for the establishment of Equal Opportunity Cells and the appointment of an Anti-Discrimination Officer in each higher educational institution to give effect to the Regulations. The Ministry issues advisory letters from time to time to all Centrally Funded educational institutions to emphasize that officials/faculty members should desist from any act of discrimination against students on grounds of their social origin. *****",
193642.0,12.08.2013,MINORITY AFFAIRS,UNSTARRED,700.0,Shri Avinash Rai Khanna,Conditions for declaration of minorities,"(a) what are the conditions to declare a community as Minority Community;(b) at present how many communities are declared as Minority Communities; (c) whether Government is planning to add more communities in this category and if so, the details thereof;(d) whether Government is planning to remove any community from the list and if so, the details thereof and the reasons therefor; and(e) whether Government is aware of any UNO report on the status of minority communities and if so, the details thereof?","MINISTER OF STATE IN THE MINISTRY OF MINORITY AFFAIRS(SHRI NINONG ERING)(a) The Constitution of India used the word â<U+0080><U+0098>minoritiesâ<U+0080><U+0099> or its plural form in some Article 29 to 30 and 350 A to 350 B- But does not define it anywhere. Article 29 has the word â<U+0080><U+009C>minoritiesâ<U+0080> in its marginal heading but speaks of â<U+0080><U+009C>any section of citizens having a distinct language, script or cultureâ<U+0080>. This may be a whole community generally seen as a minority or group within a majority community. Article 30 speaks specifically of two categories of minorities- religious and linguistic. The remaining two articles â<U+0080><U+0093> 350 A & 350 B relate to linguistic minorities only.(b) As per caluse (c) of Section 2 of the National Commission for Minorities Act. 1992, five communities vide Ministry of Welfare notification dated 23rd October, 1993 are declared as minority communities viz.- Muslims, Christians, Sikhs, Buddhists and Zoroastrians (Parsis).(c) & (d) No Sir.(e) Yes Sir, The UN Commission on Human Rights in its 55th Session of working Group on Minorities on 12th to 16th May 2003 in Geneva has raised the socio-economic deprivation of Muslims in India. The Working Group had pointed out that Muslims in India are lagging behind in education, employment, representation in public bodies, Parliament and state legislatures and other socio-economic aspects. The Working Group had also suggested some of the solutions for the prevailing ills among the Muslim Community. The Report is available on the official website of UNO at www.un.org. & www.minorityrights.org.",
193644.0,12.08.2013,MINORITY AFFAIRS,UNSTARRED,702.0,Shri Alok Tiwari,Schemes for welfare of minorities,"(a) The details of schemes announced and implemented by the Central Government during the current financial year for welfare of minorities: (b) The details of funds allocated, released and spent, so far, scheme-wise and State-wise; and(c) The details of steps Government has taken to increase the coverage of muslims under various schemes for minorities during the current year?","MINISTER OF STATE IN THE MINISTRY OF MINORITY AFAIRS(SHRI NINONG ERING)(a)&(b): The following schemes which were included in 12th Five Year Plan for the welfare of the notified minority communities have been approved for implementation during the current financial year i.e. 2013-14:-Scheme BE2013-14 Fund spent (Rs.in Crore) Interest subsidy on Educational 2.00 No expenditureLoan for Overseas Studies for has been incurredtheMinority Students. till date.There is no State-wise financial allocation.Support for Students clearing 4.00 -do-Prelims Conducted by UPSC/SSC,State Public Service Commission(PSC) etc. Skill development initiatives 17.00 -do-with the brand name â<U+0080><U+009C>Seekho Aur Kamaoâ<U+0080> (c) Multi-sectoral Development Programme has been restructured for implementation during 12th Five Year Plan. Block has been made the unit of planning in place of district, the programme has been expanded to minority concentration towns/cities and cluster of minority concentration villages. The restructured programme covers 710 Minority Concentration Bocks (MCBs) & 66 Minority Concentration Towns (MCTs) covering 196 districts of 26 States in the country. This would sharpen the focus on minority concentration areas. Multimedia campaigns i.e. publicity through electronic and print media and priority to Minority Concentration Districts during implementation of the Schemes, are measures for increasing the coverage of minorities including Muslims. *****",
193697.0,12.08.2013,SOCIAL JUSTICE AND EMPOWERMENT,UNSTARRED,755.0,Shri Joy Abraham,Redressal of grievances of dalit Muslims and Christians,(a) whether Government is aware of the fact that the non-inclusion of dalit Christians and dalit Muslims in the Scheduled Caste (SC) category amounts to gross injustice and discrimination against them; (b) the steps being contemplated by Government for the redressal of the genuine grievances of the above-mentioned communities; and(c) whether Government would consider constitution of a commission to study the social and economic backwardness of dalit Christians and dalit Muslims and suggest ways for their upliftment and empowerment?,"(a) & (b) A number of writ petitions have been field in the Supreme Court, pleading for Scheduled Caste status for converts to Christianity and Islam, who may originally have belonged to castes, which are presently specified as Scheduled Castes. The matter is presently sub-judice.(c) Presently, no such proposal is under consideration of the Government.",
193816.0,13.08.2013,HEALTH AND FAMILY WELFARE,UNSTARRED,853.0,Shri M.P. Achuthan,Legality of common medical admission test,"853. SHRI M.P. ACHUTHAN: Will the Minister of HEALTH AND FAMILY WELFARE be pleased to state:(a) whether it is a fact that the Supreme Court has held the all India commonentrance test for medical admissions as illegal and unconstitutional saying itinterfered with the rights of private minority and linguistic institutions to admit students; and(b) if so, the details thereof and Government''s reaction thereto?","ANSWERTHE MINISTER OF HEALTH AND FAMILY WELFARE(SHRI GHULAM NABI AZAD)(a) & (b) In Christian Medical College, Vellore vs Union of India & Ors a three-judge bench of the Honâ<U+0080><U+0099>ble Supreme Court by a 2:1 verdict has held that Medical Council of India (MCI) is not empowered to prescribe all India medical entrance tests. The bench said that the MCI notification was in violation of Articles 19, 25, 26, 29 and 30 of the Constitution. Justice A.R. Dave however rendered a dissenting opinion and has said he did not share the view of Chief Justice Kabir and Justice Sen and held that holding of National Eligibility-Cum- Entrance Examination (NEET) is legal, practical and is the need of the society. The Government is of the opinion that it would be in the larger interest of the society and students aspiring to study medicine to have NEET. Therefore it has decided to file a review petition against the majority judgment delivered by the Supreme Court on 18.7.2013 in Christian Medical College, Vellore vs Union of India & Ors.",
